,Date,User,Tweet
402,2022-11-13 23:18:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTFTK2 

 #Karnataka #DigitalIndia 
https://t.co/4qNNJEOoQ8"
403,2022-11-13 22:58:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTY2Ya 

 #Jharkhand #DigitalIndia 
https://t.co/MUmfe3mYWP"
404,2022-11-13 22:38:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTFTK2 

 #Jammu #Kashmir #DigitalIndia 
https://t.co/3rtDgDcAaC"
405,2022-11-13 22:18:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTFTK2 

 #Himachalpradesh #DigitalIndia
https://t.co/NyNWO7KM7j"
406,2022-11-13 20:38:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTY2Ya 

 #Diu #Daman #DigitalIndia 
https://t.co/vvzFYEfnol"
407,2022-11-13 20:18:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTFTK2 

 #Dadra #DigitalIndia
https://t.co/q0aexSfXxd"
408,2022-11-13 19:38:35+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTFTK2 

 #Chandigarh #DigitalIndia
https://t.co/l52wxn5COG"
409,2022-11-13 18:58:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTY2Ya 

 #Assam #DigitalIndia 
https://t.co/xGPf3c2mK1"
410,2022-11-13 10:18:24+00:00,abhishekkatiyar,@TanyaYadav128 Go #DigitalIndia to be safe from such fraud
411,2022-11-13 05:09:05+00:00,indiamarketing_,"James Webb Space Telescope - First Images from the Unseen Universe - Video for National Astro Video Podcast Competition 2022 by Space India - https://t.co/n2MeOsXOyl

#SPACEindia #DigitalIndia #ThinkShootUpload"
412,2022-11-13 04:27:38+00:00,prosunjoyi,"Don't be afraid to start over again - this time you're not starting from scratch, you're starting from experience. #ThinkBIGSundayWithMarsha #Inspiration #Entrepreneurship #India #StartupIndia #DigitalIndia #startup #motivation #innovation #KeepGoing #founders #success #goals https://t.co/TWleTpWoCp"
413,2022-11-13 03:46:09+00:00,ShahpurTurkCSC,"RT @HimanshuGOI: VLE Himanshu Chaurasiya from Barabanki District, #Uttar Pradesh Helping the Pensioners with Jeevan Pramaan Certificate (Digital Life Certificate) in his Csc Center.

#CSC #DigitalIndia #RuralEmpowerment
@CSCegov_ @dintya15 @PMOIndia #jee… https://t.co/RvZ8gzfwix"
414,2022-11-13 02:41:16+00:00,HimanshuGOI,"VLE Himanshu Chaurasiya from Barabanki District, #Uttar Pradesh Helping the Pensioners with Jeevan Pramaan Certificate (Digital Life Certificate) in his Csc Center.

#CSC #DigitalIndia #RuralEmpowerment
@CSCegov_ @dintya15 @PMOIndia #jeevanpramaan https://t.co/B4FY1scJuo"
415,2022-11-12 18:39:11+00:00,AadhaarLies,"While handling the #inheritancetax cases of our clients from UK and other foreign jurisdictions, we observed that most of them failed to do proper tax planning at the initial stages were much difference can be made. #DigitalIndia #LegalTech #Domicile #WealthTax @IMPraveenDalal https://t.co/is12XTAelF"
416,2022-11-12 18:03:58+00:00,JaldeSagar,"RBI has not printed a single ₹2000 Currency Note in the last 3 years

Circulation Declined from 50.2% to 13.8% during 2017-2022

#finance #IndianRupee #Indian #RBI #banking #DigitalIndia"
417,2022-11-12 10:51:45+00:00,disha42,"@PhonePeSupport and have raised a ticket for money not returned on wallet closure. This ticket is getting delayed whenever an update is asked. If you do not wish to return my money, please rob a bank, dont take from salaried people. #phonepay #DigitalIndia #poorcustomerservice https://t.co/jh7MGUAwok"
418,2022-11-12 06:27:02+00:00,indiamarketing_,"James Webb Space Telescope - First Images from the Unseen Universe - Video for National Astro Video Podcast Competition 2022 by Space India - https://t.co/n2MeOsXOyl

#SPACEindia #DigitalIndia #ThinkShootUpload"
419,2022-11-11 15:37:04+00:00,why_Prince_why,"There are many advantages if we use IoT based monitoring of water supply schemes. 
Scan the QR code to purchase the technology direct from @GeM_India.
#hargharjal
#DigitalIndia 
@PHECgGov 
@UNICEFIndia
@jjmchhattisgarh 
@JJM_Balodabazar
@rajat4bansal 
@jobzachariah
@sweta247 https://t.co/fQGvYQwnp7"
420,2022-11-11 15:02:31+00:00,indiamarketing_,"James Webb Space Telescope - First Images from the Unseen Universe - Video for National Astro Video Podcast Competition 2022 by Space India - https://t.co/n2MeOsXOyl

#SPACEindia #DigitalIndia #ThinkShootUpload"
421,2022-11-11 12:53:08+00:00,GoI_MeitY,"#G20India | @NeGD_GoI, @GoI_MeitY invites EoI from interested Indian Entrepreneurs, Start-ups, Firms, College students for conceptualising State-of-the-art #DigitalExperience using latest #emergingtech for G20 meetings. Visit https://t.co/XaDWl6Aqwj
#DigitalIndia https://t.co/7P1jZQTxpw"
422,2022-11-11 12:52:05+00:00,_DigitalIndia,"#G20India | @NeGD_GoI, @GoI_MeitY invites EoI from interested Indian Entrepreneurs, Start-ups, Firms, College students for conceptualising State-of-the-art #DigitalExperience using latest #emergingtech for G20 meetings. Visit https://t.co/t8bkpMlIVq
#DigitalIndia https://t.co/cPUzCV0Nf8"
423,2022-11-11 08:24:44+00:00,ojha2013,"VLE Ved Prakash from Kone District, #Sonbhadra went to the Home and Helped the Pensioner with Jeevan Pramaan Certificate (Digital Life Certificate).
@ceo_csc
@dintya15
@atulitrai
#CSC #DigitalIndia #RuralEmpowerment #JeevanPramaan #FridayFeeling #LifeCertificate https://t.co/Zno0dOmgFj"
424,2022-11-11 07:50:43+00:00,dharmenderwalia,"@UIDAI @PMOIndia 
https://t.co/NDjPWL2SXn website is down from last 5 days and users are not able to login and update for demographic updates online.
Is this the era of #digitalindia ? @GoI_MeitY @ianuragthakur"
425,2022-11-11 07:31:55+00:00,CSCegov_,"VLE Mohammed Sakir from Puri District, #Odisha went to the Hospital and Helped the Pensioner with Jeevan Pramaan Certificate (Digital Life Certificate).

#CSC #DigitalIndia #RuralEmpowerment #JeevanPramaan #FridayFeeling #LifeCertificate https://t.co/BM8m5vJrMn"
426,2022-11-11 05:48:15+00:00,prosunjoyi,"#MSDhoni-backed #drones #startup Garuda Aerospace -that aims to focus on building advanced drone solutions for the Indian Armed Forces, in collaboration with global giants from the #Defence and #Aerospace sectors -has raised $5 million #funding. #India #StartupIndia #DigitalIndia"
427,2022-11-10 20:58:35+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from Andaman and Nicobar and Central Governments.

https://t.co/uEfYlyw8Gi

https://t.co/6DVK6dMpG2

  #SouthAndaman #DigitalIndia #PortBlair"
428,2022-11-10 15:28:28+00:00,indiamarketing_,"James Webb Space Telescope - First Images from the Unseen Universe - Video for National Astro Video Podcast Competition 2022 by Space India - https://t.co/n2MeOsXOyl

#SPACEindia #DigitalIndia #ThinkShootUpload"
429,2022-11-10 12:38:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from Andaman and Nicobar and Central Governments.

https://t.co/uEfYlyf5Ei

https://t.co/6DVK6e4yUa

#NorthandMiddleAndaman #DigitalIndia  #Mayabunder"
430,2022-11-10 12:29:55+00:00,MoJSDDWS,"There are many advantages if we use IoT based monitoring of water supply schemes. 

This will help immensely to PHE/ RWS Departments. 

Scan the QR code to purchase the technology direct from @GeM_India.

#DigitalIndia 

@NICMeity @MeitY_NICSI @MeityPib @tatatrusts @MoJSDoWRRDGR https://t.co/cJUhbx1GPE https://t.co/m00CeIA0uE"
431,2022-11-10 11:03:44+00:00,eGovFoundation,"For regular updates from the ground and insights on the projects we are currently working on, subscribe to our newsletter at https://t.co/Z39w2wswCH and follow @digit_dpg 
#egovernance #publicfinance #TechnologyForGoodGovernance #digitalindia"
432,2022-11-10 10:12:22+00:00,DeepSingh65,"@Airtel_Presence @airtelindia @airtelnews @Airtel_Presence called your customer care 30 times from yesterday 3 Pm and no solution yet, not even an answer. #DigitalIndia bullshit @narendramodi @TRAI . Not even a technician has been assigned yet. https://t.co/4bRX1LWG6e"
433,2022-11-10 06:59:06+00:00,DigitalClassIN,"We 💪 strongly welcome NEPPLUS for collaboration with Digital Class for offering products.

Now you can buy🎒Pre-School App, Website, Social Media Kit &amp; Many more things for your Pre School from Digital Class. 🇮🇳

#NEPPLUS #DigitalClass #IndiaKaClass #EdTechProduct #DigitalIndia https://t.co/7EuubbaTf0"
434,2022-11-10 06:51:02+00:00,prosunjoyi,Full-stack tech-enabled pet-care #startup Supertails - that's building its own app and a D2C brand Henlo - has raised $10 million Series A #funding led by Fireside Ventures with participation from existing investors Saama Capital and others. #India #StartupIndia #DigitalIndia
435,2022-11-10 06:44:17+00:00,NeGD_GoI,"To encourage entrepreneurs in #TamilNadu, #UMANG App has integrated services from #MSME Dept, Govt of Tamil Nadu on its platform. 
People of the State can register, apply for the scheme, upload document &amp; check the application status. Download UMANG App now. #DigitalIndia https://t.co/02Qm3Dk8PQ"
436,2022-11-10 06:40:16+00:00,monty_si,@samsungceo @SamsungIndia @CEOofSamsung  8 reminders to CEO Samsung 🙁 no actions 💁 #hesitating from accepting latent defect. Share #RootCauseAnalysis ✋threatening to cancel complaint @jagograhakjago @GoI_MeitY @SAMSUNGChairman @timesofindia @AshwiniVaishnaw #s20 #DigitalIndia https://t.co/3Q6CHpsS1L
437,2022-11-10 05:54:45+00:00,deepakdadri01,"@IRCTCofficial @AshwiniVaishnaw @PMO_NaMo Respected Sir, today again IRCTC app is not working properly two failed transaction from different payment gateway phonepe and paytm, plz refer attached screenshot.#DigitalIndia पैसा 3-4 दिन में आ जायेगा ये बोलते है IRCTC wale. हद है ये। https://t.co/HJNVtkT6qN"
438,2022-11-10 05:53:20+00:00,redefinethearth,"@narendramodi @KTRTRS @MinisterKTR

Our great living personality #PrimeMinister talked #India 
transform #DigitalIndia  #DigitalTransformation

However, #Staff allowed to wear #Smatwatch writing this receipt
are so busy with just 1 single window That seperates a mother from child https://t.co/AACgYzjFID"
439,2022-11-10 05:27:10+00:00,_DigitalIndia,"To encourage entrepreneurs in #TamilNadu, #UMANG App has integrated services from #MSME Dept, Govt of Tamil Nadu on its platform. 
People of the State can register, apply for the scheme, upload document &amp; check the application status. Download UMANG App now. #DigitalIndia https://t.co/J8sytX4QWA"
440,2022-11-10 05:26:57+00:00,GoI_MeitY,"To encourage entrepreneurs in #TamilNadu, #UMANG App has integrated services from #MSME Dept, Govt of Tamil Nadu on its platform. 
People of the State can register, apply for the scheme, upload document &amp; check the application status. Download UMANG App now. #DigitalIndia https://t.co/Ed7Cmc1iXl"
441,2022-11-10 03:26:42+00:00,prosunjoyi,#HRTech #startup Keka - that aims to build the best mid-market focused HR Tech platform that will help companies to modernize their #HR processes - has raised a historic #India's largest #SaaS Series A #funding of $57 million from WestBridge Capital. #StartupIndia #DigitalIndia
442,2022-11-10 02:38:35+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from Andaman and Nicobar and Central Governments.

https://t.co/uEfYlyw8Gi

https://t.co/6DVK6dMpG2

 #Nicobar #DigitalIndia #Carnicobar"
443,2022-11-10 02:18:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from Andaman and Nicobar and Central Governments.

https://t.co/uEfYlyw8Gi 

https://t.co/6DVK6dMpG2

#Andaman #Nicobar #DigitalIndia"
444,2022-11-10 01:58:36+00:00,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from Andaman and Nicobar and Central Governments.

https://t.co/uEfYlyf5Ei

https://t.co/6DVK6e4yUa

  #SouthAndaman #DigitalIndia #PortBlair"
445,2022-11-09 17:00:25+00:00,Shiva_Neo,"#G20India | @NeGD_GoI, @GoI_MeitY invites EoI from interested Indian Entrepreneurs, Start-ups, Firms, College students for conceptualising State-of-the-art #DigitalExperience using latest #emergingtech for G20 meetings. 
#DigitalIndia #KarnatakaMWD @SWDGok https://t.co/WCI3PNWKhS"
446,2022-11-09 16:15:59+00:00,NeGD_GoI,"#G20India | @NeGD_GoI, @GoI_MeitY invites EoI from interested Indian Entrepreneurs, Start-ups, Firms, College students for conceptualising State-of-the-art #DigitalExperience using latest #emergingtech for G20 meetings. Visit https://t.co/aLONZ2zpDE
#DigitalIndia https://t.co/YUfmNWllHG"
447,2022-11-09 15:27:43+00:00,GoI_MeitY,"#G20India | @NeGD_GoI, @GoI_MeitY invites EoI from interested Indian Entrepreneurs, Start-ups, Firms, College students for conceptualising State-of-the-art #DigitalExperience using latest #emergingtech for G20 meetings. Visit https://t.co/XaDWl6Aqwj 
#DigitalIndia https://t.co/ZU6LgOSWao"
448,2022-11-09 15:27:23+00:00,_DigitalIndia,"#G20India | @NeGD_GoI, @GoI_MeitY invites EoI from interested Indian Entrepreneurs, Start-ups, Firms, College students for conceptualising State-of-the-art #DigitalExperience using latest #emergingtech for G20 meetings. Visit https://t.co/t8bkpMlIVq 
#DigitalIndia https://t.co/hkAktminJ5"
449,2022-11-09 13:46:11+00:00,SKodineya,"#Highlights from #PM Sh @narendramodi ji 🙏 #address at unveiling of #logo #theme &amp; #Website of #India #G20Presidency
#DigitalTransformation
#DigitalIndia
#DigitalMarketing
#HamaraAppNamoApp
#NamoApp
#NaMoTV
#HimachalPradeshElections
#GujaratElections2022
#BJP
#GujratWithModi https://t.co/tDeH3m8OVW"
450,2022-11-09 12:10:21+00:00,VarunMani26,"@GooglePay have paid my electricity bill on Nov 4th still it's under processing not sure why amount has been debited but on portal it has not been updated, i have raised a ticket from my end kindly look into it #Help #Services #DigitalIndia"
451,2022-11-09 07:46:24+00:00,Prasad53162881,"@TVMohandasPai @nitin_gadkari @PMOIndia @blsanthosh @CMofKarnataka Suggested steps
1 Monitor any mobile getting more than 3/5 UPI credits in a day
2 See the pattern &amp; establish if suspect of corruption 
3 Confirm using mobile location
4 Confirm from Bribe payers based on Mobile no &amp; location as evidence 
5 Act against corrupt
#DigitalIndia"
452,2022-11-09 07:21:26+00:00,ParakhNavin,"noise colorfit grand, when the time came for warranty, your customer care is not responding, when I received a call for support, no one is speaking from your side, is it the way of support! 👎 @gonoise
#DigitalIndia 👎"
453,2022-11-09 07:10:55+00:00,iRajuSingh_,"#CyberSecurityAwareness

#OTP is your One-Time Password. 
It prevents you from identity theft by making sure that a captured user name/password pair cannot be used a second time, 
but only if the login has been done by you. 
#DigitalIndia 
#RuralEmpowerment #CyberSecurity"
454,2022-11-09 05:37:34+00:00,mahabank,"#BankofMaharashtra observes Digital Banking Day on 9 Nov 2022. Discover the ease of banking from the comfort of your home and services beyond traditional #banking hours.
 #mahabank #DigitalIndia #digitalbanking #godigital  #AzadiKaAmritMahotsav #NPCI #MeitY #banking #finance https://t.co/5jQlpiAxF5"
455,2022-11-09 05:18:08+00:00,prosunjoyi,"#Digital #gaming #marketplace Driffle - that aims to make #onlinegaming accessible, affordable and safer for #gamers globally - has raised $3.4 million seed #funding led by Beenext with participation from Jafco Asia, and others. #India #StartupIndia #DigitalIndia #startup"
456,2022-11-09 05:13:05+00:00,studyapt,"With schools registered from across 5000+ Indian cities, StudyApt is India's largest school search engine. The school you are looking for is listed on StudyApt, visit https://t.co/ZTbF5TWZvf to find it now. 

#StudyApt #School #searchengine #Edtech #Education #DigitalIndia #india https://t.co/EPHvMn6dOm"
457,2022-11-09 05:03:52+00:00,prosunjoyi,"Jobtech #startup Masai School - that aims to build #India's largest employable #tech workforce - has raised $10 million Series B #funding led by Omidyar Network with participation from cricketer #MithaliRaj, footballer #BhaichungBhutia, others. #StartupIndia #DigitalIndia #edtech"
458,2022-11-09 04:43:04+00:00,sandeepohri,"It was only a matter of time... Paying #bribes through #GooglePay or #PhonePe!

This report is from #Karnataka, but it's probably happening elsewhere too! (NIE)

#thecuratednews #incredibleindia #digitalindia https://t.co/tLwzmYMsZl"
459,2022-11-08 14:15:55+00:00,SVRNEWS,"https://t.co/pkDeDeQHtq
Good cyber security awareness video from @cubltd  Good initiative.
#npci #DigitalIndia #cybersecurity @GoI_MeitY"
460,2022-11-08 13:53:23+00:00,sfacindia,"#eNAM - National Agriculture Market- highest Inter Mandi #Soyabean trade in a single day, from #Risod APMC to #Akola #Maharashtra - Total 92 MT traded for Rs.46.62 lakh #agribusiness #digitalIndia @AgriGoI @ShobhaBJP @KailashBaytu @nstomar @mygovindia @PMOIndia https://t.co/vwAO4IK2St"
461,2022-11-08 13:08:19+00:00,csctopathera,"Cyber Security Awareness...

#OTP is your One-Time Password. It prevents you from identity theft by making sure that a captured user name/password pair cannot be used a second time, but only if the login has been done by you. 

#CSC #DigitalIndia #RuralEmpowerment #CyberSecurity https://t.co/Ole2WC1vsk"
462,2022-11-08 12:00:04+00:00,CSCegov_,"Cyber Security Awareness...

#OTP is your One-Time Password. It prevents you from identity theft by making sure that a captured user name/password pair cannot be used a second time, but only if the login has been done by you. 

#CSC #DigitalIndia #RuralEmpowerment #CyberSecurity https://t.co/QGfrAfiKMC"
463,2022-11-08 08:31:29+00:00,DEFindia,"Students from Lady Irwin College visited our Head Office in Delhi for an exposure visit! Some glimpses of their tour, exposure to our programs and engagement with our team members!

#ladyirwincollege 
#exposurevisit 
#START
#learning 
#digitalliteracy 
#digitalindia 
#DEFIndia https://t.co/wd1VSNaGwg"
464,2022-11-08 07:25:52+00:00,rpandith07,"It's been 12 days and you keep giving such false messages.We boast about UPI payments, but will never say anything about such loots and chats from @NPCI_NPCI @UPI_NPCI,does it really take 12 days to understand UPI lite deducted payment?  just an eyewash #DigitalIndia?@FinMinIndia https://t.co/1BciFJNSdG"
465,2022-11-08 05:06:28+00:00,indiamarketing_,"James Webb Space Telescope - First Images from the Unseen Universe - Video for National Astro Video Podcast Competition 2022 by Space India - https://t.co/n2MeOsXOyl

#SPACEindia #DigitalIndia #ThinkShootUpload"
466,2022-11-07 17:37:52+00:00,BakareMangesh,"👏🏻😡What a Speed Airtel India,
launched many complaints and call customer service more than 20 times problem from 25 days.
Landline number 02414234882, the photo shows 100Mbps Fiber optic plan speed from airtel trusted ookla speed test.
#DigitalIndia #5Gcoming
@airtelindia @TRAI https://t.co/0hXPGjJQdS"
467,2022-11-07 14:42:37+00:00,privateusernam9,@LICIndiaForever worst company for making any kinds of investment or purchasing policies. Want to stop my ECS and only wah to do it is visit the branch from where this policy is issued. This is #DigitalIndia. Avoid LIC
468,2022-11-07 14:22:55+00:00,sfacindia,"Rs 21.03 lakh of #Apple trades interstate today on #eNAM from # Sopore, #Parimpora, #Handwara in #J&amp;K to #Dhanbad, #Garhwa and #Jhumritaliya in #Jharkhand
#digitalIndia #agribusiness #farmers @AgriGoI @ShobhaBJP @KailashBaytu @nstomar @mygovindia @PMOIndia https://t.co/FPqqh6uI0N"
469,2022-11-07 14:11:56+00:00,Investorsidea,"Download INVESTORS IDEA from QR CODE
Insurance Portfolio Organizer Mobile App
#mobileapp #generalinsurance #policy
#investorsidea #digitally #digital #digitalindia #healthinsurance
#Saurabharora
Download our Mobile App from Play Store.
Link to download
https://t.co/bbZjUn9uRH https://t.co/EeHir6Iv91"
470,2022-11-07 13:43:21+00:00,YaduS3,"@HDFCBank_Cares @HDFC_Bank 

UPI is a mandatory thing in these digital times. I have been facing UPI issues from the past week. I am neither being able to send or receive money via UPI. I even contacted my nearest HDFC branch but the issue is not yet resolved.
#DigitalIndia #bank"
471,2022-11-07 13:21:03+00:00,jaggu916,"Truly #DigitalIndia 
My IT Return took just 1 minute to be processed from the time of filing &amp; e verification.
@narendramodi Ji govt works at the speed of light. First hand experience.
Amazing @nsitharaman Ji @FinMinIndia @IncomeTaxIndia
@PMOIndia 

#ProudTaxFiler https://t.co/DFzUzLDLhh"
472,2022-11-07 10:31:09+00:00,CSCegov_,"VLE Priyabrata Nayak from Jagatsinghpur District, #Odisha Helping the Pensioners with Jeevan Pramaan Certificate (Digital Life Certificate) in his District.

#CSC #DigitalIndia #RuralEmpowerment #JeevanPramaan #MondayMotivation #mondaythoughts https://t.co/xMgotFWgTf"
473,2022-11-07 07:08:19+00:00,YogeshBailwal,"Have been noticing slowing down or unavailability of services via #NPCI_BHIM 

Most persons avoid this official app to stay away from facing inconvenience &amp; delays plus efforts.

#DigitalTransformation in #DigitalIndia needs vigilant supervision to check #Corrupt practices."
474,2022-11-07 06:09:39+00:00,prince_globe,"We are here to back your team #digitally. We will level up your #brand from the initial.
https://t.co/nSMZgnBQxQ
#digitalmarketing #marketing #graphicdesign #seotips #businesssolutions #DigitalIndia #digitalmarketingtips #princeglobe #dreamcatcher #startup #India #PrinceGlobe #WB https://t.co/4idDlHRxgk"
475,2022-11-07 06:07:14+00:00,Ksoumyaditya,@socialepfo Employee unable to Login to their passbook account since from last 18 hrs. What a service. #DigitalIndia
476,2022-11-07 05:06:23+00:00,AiezeV,"Get access to the medical history of your patients anytime from our cloud-based Free HMIS.
Contact us for more information.📞
📩 - info@aieze.in
📍- https://t.co/fWrSb0itgM 

#hospitals #DigitalIndia #MakeInIndia https://t.co/1CKmYPfr2s"
477,2022-11-07 04:35:47+00:00,indiamarketing_,"James Webb Space Telescope - First Images from the Unseen Universe - Video for National Astro Video Podcast Competition 2022 by Space India - https://t.co/n2MeOsXOyl

#SPACEindia #DigitalIndia #ThinkShootUpload"
478,2022-11-06 15:09:17+00:00,Volcano1434,"@Dream11 why random winners are from North side no any single person is from Maharashtra even most of business you get from Maharashtra i think your company is fraud and peoples too 🤣🤣🤣
#DigitalIndia #boicottdream11"
479,2022-11-06 13:58:53+00:00,_FairElection,Cute Girl #NFT from @StreamiSchool https://t.co/4W7CZDTH4l. #DigitalIndia #NFTArtist #NFTCommunity #NFTs @IMPraveenDalal
480,2022-11-06 13:52:11+00:00,_FairElection,A Beautiful Mandala (Community) (3) #NFT from @StreamiSchool https://t.co/sXvw9Lb6Ys. #DigitalIndia #NFTArti̇st #NFTCommunity #NFTs @IMPraveenDalal
481,2022-11-06 13:48:08+00:00,_FairElection,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/u02VlTCGTc
482,2022-11-06 07:54:37+00:00,FreedomMyths,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/s9pkXdOnnh
483,2022-11-06 07:30:18+00:00,_ETax,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/DoMl7CWE23
484,2022-11-06 06:38:02+00:00,_GroundReality,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/56yPOYtUjn
485,2022-11-06 06:17:37+00:00,_financiallaws,Cute Girl #NFT from @StreamiSchool https://t.co/GdrU0jQkZY. #DigitalIndia #NFTArtist #NFTCommunity #NFTs @IMPraveenDalal
486,2022-11-06 06:15:10+00:00,_financiallaws,A Beautiful Mandala (Community) (3) #NFT from @StreamiSchool https://t.co/cWBxA1C0OZ. #DigitalIndia #NFTArti̇st #NFTCommunity #NFTs @IMPraveenDalal
487,2022-11-06 06:09:32+00:00,_financiallaws,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/90cn2mWRdN
488,2022-11-05 17:20:41+00:00,_ETax,A Cute Girl #NFT from @StreamiSchool https://t.co/pz3w93c1K1. #DigitalIndia #NFTArtist #NFTCommunity #NFTs @IMPraveenDalal
489,2022-11-05 17:11:34+00:00,_ETax,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/kJ66bQyYqv
490,2022-11-05 16:49:21+00:00,_financiallaws,Cute Girl #NFT from @StreamiSchool https://t.co/GdrU0jQkZY. #DigitalIndia #NFTArtist #NFTCommunity #NFTs @IMPraveenDalal
491,2022-11-05 16:32:05+00:00,_financiallaws,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/kXAJWxHeBs
492,2022-11-05 15:28:23+00:00,_GroundReality,Cute Girl #NFT from @StreamiSchool https://t.co/0P2Ic9h8PA. #DigitalIndia #NFTArtist #NFTCommunity #NFTs @IMPraveenDalal
493,2022-11-05 15:16:56+00:00,_GroundReality,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/p75wzaeszT
494,2022-11-05 14:36:12+00:00,FreedomMyths,Cute Girl #NFT from @StreamiSchool https://t.co/Tkb36Yp9Tu. #DigitalIndia #NFTArtist #NFTCommunity #NFTs @IMPraveenDalal
495,2022-11-05 14:19:36+00:00,FreedomMyths,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/m6JQjdCTcy
496,2022-11-05 14:15:25+00:00,FreedomMyths,We believe in collective growth and revenue sharing for #NFTs. DM us If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side https://t.co/1Mtd0n9zOQ. #DigitalIndia
497,2022-11-05 13:46:54+00:00,PtlbSchool,A Beautiful Mandala (Community) (3) #NFT from @StreamiSchool https://t.co/O2GS861jkR. #DigitalIndia #NFTArti̇st #NFTCommunity #NFTs @IMPraveenDalal
498,2022-11-05 13:06:50+00:00,PtlbSchool,We believe in collective growth and revenue sharing for our #cryptoassets like #NFTs. DM me If you can sell our NFTs and crypto assets unconditionally and without any prior commitment from our side. Mention your share in advance and avoid blocking from our side. #DigitalIndia https://t.co/zk6AZeEzbW
499,2022-11-05 11:18:34+00:00,unmanq3,A Beautiful Mandala (Community) (3) #NFT from @StreamiSchool https://t.co/QXNNSMGYZP. #DigitalIndia #NFTArti̇st #NFTCommunity #NFTs @IMPraveenDalal
500,2022-11-05 11:18:33+00:00,zennonWoozfw,A Beautiful Mandala (Community) (3) #NFT from @StreamiSchool https://t.co/mm7cG72XAM. #DigitalIndia #NFTArti̇st #NFTCommunity #NFTs @IMPraveenDalal
